,job_titles,companys,location,employment_type,gov_support,salary,salary_unit,links,industrys
104,"Generalist, JP / APAC Employee Resource Centre - 12 month contract",ADOBE SYSTEMS PTE. LTD.,Central,Professional,NA,"$120,000to$150,000",Annually,https://www.mycareersfuture.sg/job/generalist-jp-apac-employee-resource-centre-12-month-contract-adobe-systems-c4b512487307386d68f3a54c946bec4f,Human Resources 
105,Java Developer,RANOSYS TECHNOLOGIES PTE. LTD.,East,Executive,NA,"$4,000to$8,500",Monthly,https://www.mycareersfuture.sg/job/java-developer-ranosys-technologies-99aee23e50eb7220c8cfe1ff89a355b0,Information Technology
106,Principal Technologist (Test Practice),SINGAPORE AIRLINES LIMITED,East,Manager ...,NA,"$7,000to$14,000",Monthly,https://www.mycareersfuture.sg/job/principal-technologist-singapore-airlines-926f14aa66dd093388787a50a7ac7137,Information Technology
107,APJ Media Manager,HP PPS ASIA PACIFIC PTE. LTD.,South,Manager,NA,"$15,000to$20,000",Monthly,https://www.mycareersfuture.sg/job/apj-media-manager-hp-pps-asia-pacific-d7479288c0c713298eea4a5c2d063522,Marketing / Public Relations 
108,Digital Marketing Manager,JUST RECRUIT SINGAPORE PTE. LTD.,East,Manager,NA,"$3,000to$3,800",Monthly,https://www.mycareersfuture.sg/job/digital-marketing-manager-just-recruit-singapore-1629b3a9c678c611fa889a61790f3e4b,Advertising / Media 
109,Java / Automation Test Engineer,SYNECHRON TECHNOLOGIES SINGAPORE PTE. LTD.,Central,Professional ...,NA,"$60,000to$120,000",Annually,https://www.mycareersfuture.sg/job/java-automation-test-engineer-synechron-technologies-singapore-8dd4a4af47fdbc5982d51885b946d70a,Banking and Finance ...
110,Personal Assistant,THE I QUADRANT PTE. LTD.,NA,Executive,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/personal-assistant-quadrant-f073383a94da722036b1aa62627ce508,Admin / Secretarial
111,Marketing Campaign Specialist,CITRIX SYSTEMS SINGAPORE PTE. LTD.,Central,Executive,NA,"$3,500to$8,000",Monthly,https://www.mycareersfuture.sg/job/marketing-campaign-specialist-citrix-systems-singapore-acc4eaa9e24d14baa5f1e1898b5abba7,Marketing / Public Relations 
112,Human Resources Assistant,COMMAND RECRUITMENT GROUP (SINGAPORE) PTE. LIMITED,West,Junior Executive,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/human-resources-assistant-command-recruitment-group-cda7a182d94e78aaceadfb533e017b18,Human Resources 
113,Administrative Executive,TACAM STEEL PTE LTD,NA,Executive,NA,"$2,500to$3,000",Monthly,https://www.mycareersfuture.sg/job/administrative-executive-tacam-steel-d1f30db6083aa4f5d2fea881f059c47f,Admin / Secretarial ...
114,Human Resources Associate /  Executive,PET LOVERS CENTRE PTE. LTD.,North,Junior Executive,NA,"$2,200to$3,000",Monthly,https://www.mycareersfuture.sg/job/human-resources-associate-executive-pet-lovers-centre-b890a10888d12818288ef6913063b98f,Human Resources 
115,Customer Technical Consultant,SITA INFORMATION NETWORKING COMPUTING (ASIA PACIFIC) PTE LTD,East,Manager ...,NA,"$100,000to$150,000",Annually,https://www.mycareersfuture.sg/job/customer-technical-consultant-sita-information-networking-computing-574c82814d8ff10485ac8b23704a348d,Consulting  ...
116,Process & System Manager - Logistics,LUFTHANSA TECHNIK LOGISTIK SERVICES GMBH SINGAPORE BRANCH,Central,Manager,NA,"$4,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/process-system-manager-logistics-lufthansa-technik-logistik-services-gmbh-singapore-branch-6e6de64e641ccbe64ec2ae2ad80a0897,Logistics / Supply Chain
117,"Technical Officer, Communications",SBS TRANSIT LTD,North,Non-executive,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/technical-officer-communications-sbs-transit-64a74c5a568bb452ed23863213a1ab37,Engineering
118,HR Executive,KAER PTE. LTD.,South,Executive,NA,"$2,500to$2,800",Monthly,https://www.mycareersfuture.sg/job/hr-executive-kaer-7d25a056651fabb5caeb155dd1e58b4d,Human Resources 
119,Senior PIMS Engineer (PSS_18012007),EMERSON ASIA PACIFIC PRIVATE LIMITED,South,Executive,NA,"$4,500to$7,500",Monthly,https://www.mycareersfuture.sg/job/senior-pims-engineer-emerson-asia-pacific-c93db03f9eef83fd0c0df7ded58508a4,Engineering ...
120,Inspection Engineer,THE POLYOLEFIN COMPANY (SINGAPORE) PTE. LTD.,NA,Executive,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/inspection-engineer-polyolefin-company-5f1e6bfddb8e9b0f1b1a3214ad1a4c90,Engineering
121,Consultant  /  Senior Consultant,S & I SYSTEMS PTE LTD,NA,Professional,NA,"$5,000to$9,000",Monthly,https://www.mycareersfuture.sg/job/consultant-senior-consultant-s-systems-592ee9ff4189801a6a298fbd8e5ff0dc,Information Technology
122,Concrete Team Lead,CEENTEK PTE. LTD.,West,Manager,NA,"$4,500to$6,000",Monthly,https://www.mycareersfuture.sg/job/concrete-team-lead-ceentek-be0377143a584963264350f35fc8a0de,Sciences / Laboratory / R&D
123,Research Associate,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,NA,"$3,400to$4,000",Monthly,https://www.mycareersfuture.sg/job/research-associate-nanyang-technological-university-6d3e8c34f8e0c86d9d00f97ab335a16b,Engineering ...
124,Sales Operations Assistant,TABLEAU ASIA PACIFIC PTE. LTD.,East,Junior Executive,NA,"$3,000to$5,000",Monthly,https://www.mycareersfuture.sg/job/sales-operations-assistant-tableau-asia-pacific-b3332ea59d56d6ddc829deee673ac005,Information Technology
125,Administrative Assistant,ORIENT CORPORATION PTE. LTD.,East,Junior Executive,NA,"$2,000to$3,500",Monthly,https://www.mycareersfuture.sg/job/administrative-assistant-orient-corporation-5059f65f1b65a57c2ca40414384784ee,Admin / Secretarial
126,COST CONTROLLER EXECUTIVE,OUE RESTAURANTS PTE. LTD.,Central,Executive,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/cost-controller-executive-oue-restaurants-3d030ee7d959f6dd3acc29edfc102d26,Accounting / Auditing / Taxation ...
127,Database Senior Engineer / Administrator,ENNOVATEZ PTE. LTD.,Islandwide,Executive,NA,"$6,000to$7,000",Monthly,https://www.mycareersfuture.sg/job/database-senior-engineer-administrator-ennovatez-ac47c7f28a666ea6e6359102caadfbdb,Information Technology
128,Senior Java Developer,PACTERA SINGAPORE PTE. LTD.,Central,Professional,NA,"$8,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/senior-java-developer-pactera-singapore-b973abdbeb7f858a994aa49cf2fc5336,Information Technology
129,Database Engineer,KRIS INFOTECH PTE. LTD.,Islandwide,Non-executive,NA,"$4,500to$6,000",Monthly,https://www.mycareersfuture.sg/job/database-engineer-kris-infotech-922f466c4cc5e205bcdbbd45d45880ce,Information Technology
130,Freelance Trainer (MOE School environment),AC P. COMPUTER TRAINING & CONSULTANCY PTE LTD,North,Junior Executive,NA,$400to$600,Monthly,https://www.mycareersfuture.sg/job/freelance-trainer-ac-p-computer-training-consultancy-d8693a6bcf955035244257d077ae0003,Education and Training
131,Freelance Trainer (MOE Classroom environment),ACP COMPUTER TRAINING SCHOOL PTE. LTD.,North,Executive,NA,$400to$600,Monthly,https://www.mycareersfuture.sg/job/freelance-trainer-acp-computer-training-school-9cbd07506d88516878676f1e49b2a400,Education and Training
132,Senior Associate Operations,HELICAP PTE. LTD.,Central,Executive,NA,Salary undisclosed,,https://www.mycareersfuture.sg/job/senior-associate-operations-helicap-556a4684a4df31b943fcd12d39461b66,Accounting / Auditing / Taxation
133,"Assistant Director, Philanthropy Office (1900001M)",NANYANG TECHNOLOGICAL UNIVERSITY,West,Middle Management,NA,"$5,000to$9,000",Monthly,https://www.mycareersfuture.sg/job/assistant-director-philanthropy-office-nanyang-technological-university-c5afb240a8d206476950c84f6bd9f429,Banking and Finance ...
134,"Vice President , Data Management Office",Company Undisclosed,NA,Senior Management,NA,"$6,000to$9,000",Monthly,https://www.mycareersfuture.sg/job/vice-president-data-management-office-5732636a29e65488fc45b6a9538b8dfb,Banking and Finance
135,"Manager for Process, Systems & Data Management, APAC",Company Undisclosed,NA,Manager,NA,"$8,000to$12,000",Monthly,https://www.mycareersfuture.sg/job/manager-process-systems-data-management-apac-b4804fe226759abb514b610daf5a64c6,Accounting / Auditing / Taxation
136,Senior Adobe DMP Developer (Data Management Platform),Company Undisclosed,NA,Senior Executive,NA,"$6,000to$7,000",Monthly,https://www.mycareersfuture.sg/job/senior-adobe-dmp-developer-cbb59ecb6d8102070b7f3261fb23a881,Information Technology
137,Data Engineer,Company Undisclosed,South,Professional,NA,"$8,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/data-engineer-2fab625fb13fe16207621f894b9ebdb9,Advertising / Media 
138,Senior SAP Consultant,Company Undisclosed,NA,Professional,NA,"$8,000to$16,000",Monthly,https://www.mycareersfuture.sg/job/senior-sap-consultant-497e943644ed8dc3c1f55599d21d4ba6,Information Technology
139,Operations Specialist,Company Undisclosed,NA,Executive,NA,"$4,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/operations-specialist-fce7c2f7836ba9310bcb47bb755630dc,Healthcare / Pharmaceutical
140,CRM Campaign Analyst  /  Manager,Company Undisclosed,NA,Manager,NA,"$8,333to$10,000",Monthly,https://www.mycareersfuture.sg/job/crm-campaign-analyst-manager-195973facd45c9dec97ae4c94b044940,Consulting 
141,•	Quantitative Analyst,Company Undisclosed,NA,Manager ...,NA,"$7,000to$9,000",Monthly,https://www.mycareersfuture.sg/job/%E2%80%A2-quantitative-analyst-067f590ae072b1f154ca9c2b3caac715,Banking and Finance
142,Database Manager (Ref 22477),Company Undisclosed,NA,Manager,NA,"$3,300to$6,600",Monthly,https://www.mycareersfuture.sg/job/database-manager-fa351348ffe53bebe777cf47e2e925ba,Information Technology
143,Experienced Fixed Equipment & Inspection Engineer,Company Undisclosed,NA,Non-executive,NA,"$7,000to$14,000",Monthly,https://www.mycareersfuture.sg/job/experienced-fixed-equipment-inspection-engineer-454780b1e1baadd3dba73d736378a225,Engineering
144,Fixed Equipment & Inspection Engineer,Company Undisclosed,NA,Non-executive,NA,"$3,500to$7,000",Monthly,https://www.mycareersfuture.sg/job/fixed-equipment-inspection-engineer-5d8ac4e2d9900d88819fe35f2b6f7fec,Engineering
145,Personal Assistant,Company Undisclosed,South,Executive ...,NA,"$3,000to$3,500",Monthly,https://www.mycareersfuture.sg/job/personal-assistant-a48c5dad39913b50f6ff0995efb5cc85,Admin / Secretarial
146,Software Engineer,Company Undisclosed,NA,Executive,NA,"$4,000to$6,000",Monthly,https://www.mycareersfuture.sg/job/software-engineer-a0933caaa2a4f9f2808151da3cae7ed1,Engineering ...
